wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,compressionratio,horsepower,citympg,highwaympg,price,price_log,enginesize_log,curbweight_log,fueltype_diesel,fueltype_gas,aspiration_std,aspiration_turbo,carbody_convertible,carbody_hatchback,carbody_sedan,drivewheel_fwd,drivewheel_rwd,enginelocation_front,enginelocation_rear,enginetype_dohc,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,cylindernumber_eight,cylindernumber_five,cylindernumber_four,cylindernumber_six,fuelsystem_1bbl,fuelsystem_2bbl,fuelsystem_idi,fuelsystem_mpfi,gama
100.4,181.7,66.5,55.1,3095,181,3.43,9.0,152,17,22,13499.0,9.510370887608827,5.198497031265826,8.037543185118697,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
100.4,184.6,66.5,56.1,3296,181,3.43,9.0,152,17,22,14399.0,9.57491403870827,5.198497031265826,8.100464891029363,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
100.4,184.6,66.5,55.1,3060,181,3.43,9.0,152,19,25,13499.0,9.510370887608827,5.198497031265826,8.026170194946426,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
91.3,170.7,67.9,49.7,3071,181,3.43,9.0,160,19,25,17199.0,9.752606521576492,5.198497031265826,8.029758520440822,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
91.3,170.7,67.9,49.7,3139,181,3.43,7.8,200,17,23,19699.0,9.888323152016357,5.198497031265826,8.051659556841953,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
99.2,178.5,67.9,49.7,3139,181,3.43,9.0,160,19,25,18399.0,9.820051594294094,5.198497031265826,8.051659556841953,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
107.9,186.7,68.4,56.7,3020,120,3.46,8.4,97,19,24,11900.0,9.38429367909962,4.787491742782046,8.013012110368916,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
107.9,186.7,68.4,56.7,3197,152,3.7,21.0,95,28,33,13200.0,9.487972108574462,5.0238805208462765,8.069968149059841,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
114.2,198.9,68.4,58.7,3230,120,3.46,8.4,97,19,24,12440.0,9.42867236629317,4.787491742782046,8.080237416216702,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
114.2,198.9,68.4,58.7,3430,152,3.7,21.0,95,25,25,13860.0,9.536762272743896,5.0238805208462765,8.140315540159985,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
107.9,186.7,68.4,56.7,3075,120,3.46,8.4,95,19,24,15580.0,9.65374331942474,4.787491742782046,8.031060180240619,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
107.9,186.7,68.4,56.7,3252,152,3.7,21.0,95,28,33,16900.0,9.735068900911164,5.0238805208462765,8.087025470667701,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
114.2,198.9,68.4,56.7,3285,120,3.46,8.4,95,19,24,16695.0,9.722864552377755,4.787491742782046,8.09712193091871,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
114.2,198.9,68.4,58.7,3485,152,3.7,21.0,95,25,25,17075.0,9.74537068443899,5.0238805208462765,8.156223323194624,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
107.9,186.7,68.4,56.7,3075,120,3.46,8.4,97,19,24,16630.0,9.718963572186974,4.787491742782046,8.031060180240619,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
107.9,186.7,68.4,56.7,3252,152,3.7,21.0,95,28,33,17950.0,9.795345393916424,5.0238805208462765,8.087025470667701,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
108.0,186.7,68.3,56.0,3130,134,3.61,7.0,142,18,24,18150.0,9.806425839692997,4.897839799950911,8.048788283534199,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
93.7,157.3,63.8,50.8,1918,90,2.97,9.4,68,37,41,5572.0,8.625509334899697,4.499809670330265,7.559038255443384,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
93.7,157.3,63.8,50.8,2128,98,3.03,7.6,102,24,30,7957.0,8.981807323377534,4.584967478670572,7.662937850461535,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
93.7,157.3,63.8,50.6,1967,90,2.97,9.4,68,31,38,6229.0,8.736971085254146,4.499809670330265,7.584264818389059,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
93.7,167.3,63.8,50.8,1989,90,2.97,9.4,68,31,38,6692.0,8.808668062106715,4.499809670330265,7.595387278853972,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
93.7,167.3,63.8,50.8,2191,98,2.97,9.4,68,31,38,7609.0,8.937087036176523,4.584967478670572,7.692113339595466,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
103.3,174.6,64.6,59.8,2535,122,3.35,8.5,88,24,30,8921.0,9.096163326913784,4.804021044733257,7.837948916025283,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95.9,173.2,66.3,50.2,2818,156,3.59,7.0,145,19,24,12764.0,9.454383987398137,5.049856007249537,7.943782692458625,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
94.5,168.9,68.3,50.2,2778,151,3.94,9.5,143,19,27,22018.0,9.999615579630348,5.017279836814924,7.9294865233142895,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
89.5,168.9,65.0,51.6,2756,194,3.74,9.5,207,17,25,32528.0,10.389856535868129,5.267858159063328,7.921535632133549,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
89.5,168.9,65.0,51.6,2756,194,3.74,9.5,207,17,25,34028.0,10.434938994095775,5.267858159063328,7.921535632133549,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
89.5,168.9,65.0,51.6,2800,194,3.74,9.5,207,17,25,37028.0,10.519429662187102,5.267858159063328,7.937374696163295,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
98.4,175.7,72.3,50.5,3366,203,3.94,10.0,288,17,28,31400.5,10.354579095336446,5.313205979041787,8.121480374750751,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
96.1,181.5,66.5,55.2,2579,132,3.46,8.7,90,23,31,9295.0,9.137231900155545,4.882801922586371,7.855157005881344,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
96.1,176.8,66.6,50.5,2460,132,3.46,8.7,90,23,31,9895.0,9.199784858036669,4.882801922586371,7.807916628926408,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
99.1,186.6,66.5,56.1,2658,121,3.54,9.31,110,21,28,11850.0,9.380083146563278,4.795790545596741,7.885329239273191,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
99.1,186.6,66.5,56.1,2695,121,3.54,9.3,110,21,28,12170.0,9.406729185981574,4.795790545596741,7.899153483343097,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
99.1,186.6,66.5,56.1,2707,121,2.54,9.3,110,21,28,15040.0,9.618468597503831,4.795790545596741,7.903596289614301,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
99.1,186.6,66.5,56.1,2758,121,3.54,9.3,110,21,28,15510.0,9.649240256170584,4.795790545596741,7.922261058353247,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
99.1,186.6,66.5,56.1,2808,121,3.54,9.0,160,19,26,18150.0,9.806425839692997,4.795790545596741,7.940227765145702,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
99.1,186.6,66.5,56.1,2847,121,3.54,9.0,160,19,26,18620.0,9.831991550831058,4.795790545596741,7.954021087278037,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
93.7,156.9,63.4,53.7,2050,97,3.62,9.0,69,31,36,5118.0,8.540519016719735,4.574710978503383,7.625595072132453,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
93.7,157.9,63.6,53.7,2120,108,3.62,8.7,73,26,31,7053.0,8.86120833720818,4.68213122712422,7.659171367666058,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
93.3,157.3,63.8,55.7,2240,108,3.62,8.7,73,26,31,7603.0,8.936298185228436,4.68213122712422,7.714231144849085,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
97.2,172.0,65.4,52.5,2145,108,3.62,9.5,82,32,37,7126.0,8.871505346165781,4.68213122712422,7.670894831362117,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
97.2,172.0,65.4,52.5,2190,108,3.62,9.5,82,28,33,7775.0,8.958668737047434,4.68213122712422,7.691656822810547,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
97.2,172.0,65.4,52.5,2340,108,3.62,9.0,94,26,32,9960.0,9.206332350578643,4.68213122712422,7.757906208351747,0,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
97.0,172.0,65.4,54.3,2385,108,3.62,9.0,82,24,25,9233.0,9.130539301772629,4.68213122712422,7.776954403322442,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
97.0,172.0,65.4,54.3,2510,108,3.62,7.7,111,24,29,11259.0,9.32892308780313,4.68213122712422,7.828038032125829,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
97.0,173.5,65.4,53.0,2290,108,3.62,9.0,82,28,32,7463.0,8.917712757131387,4.68213122712422,7.736307096548285,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
97.0,173.5,65.4,53.0,2455,108,3.62,9.0,94,25,31,10198.0,9.2299469016151,4.68213122712422,7.805882040228621,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
96.9,173.6,65.4,54.9,2420,108,3.62,9.0,82,23,29,8013.0,8.98882050177807,4.68213122712422,7.791522819150732,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
96.9,173.6,65.4,54.9,2650,108,3.62,7.7,111,23,23,11694.0,9.366831168735615,4.68213122712422,7.882314918980268,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
95.7,158.7,63.6,54.5,1985,92,3.05,9.0,62,35,39,5348.0,8.584477938221834,4.5217885770490405,7.59337419312129,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95.7,158.7,63.6,54.5,2040,92,3.05,9.0,62,31,38,6338.0,8.754318540250866,4.5217885770490405,7.620705086838262,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95.7,158.7,63.6,54.5,2015,92,3.05,9.0,62,31,38,6488.0,8.77770959579525,4.5217885770490405,7.608374474380783,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95.7,169.7,63.6,59.1,2280,92,3.05,9.0,62,31,37,6918.0,8.841881989497114,4.5217885770490405,7.731930721948486,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95.7,169.7,63.6,59.1,2290,92,3.05,9.0,62,27,32,7898.0,8.974364841846596,4.5217885770490405,7.736307096548285,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95.7,169.7,63.6,59.1,3110,92,3.05,9.0,62,27,32,8778.0,9.08000387024818,4.5217885770490405,8.04237800517328,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95.7,166.3,64.4,53.0,2081,98,3.19,9.0,70,30,37,6938.0,8.844768827529695,4.584967478670572,7.640603826393634,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95.7,166.3,64.4,52.8,2109,98,3.19,9.0,70,30,37,7198.0,8.881558488638976,4.584967478670572,7.653969180478774,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95.7,166.3,64.4,53.0,2275,110,3.27,22.5,56,34,36,7898.0,8.974364841846596,4.700480365792417,7.729735331385051,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
95.7,166.3,64.4,52.8,2275,110,3.27,22.5,56,38,47,7788.0,8.960339366492091,4.700480365792417,7.729735331385051,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
95.7,166.3,64.4,53.0,2094,98,3.19,9.0,70,38,47,7738.0,8.953898535260459,4.584967478670572,7.646831391430482,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95.7,166.3,64.4,52.8,2122,98,3.19,9.0,70,28,34,8358.0,9.03097444300786,4.584967478670572,7.660114319173928,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
95.7,166.3,64.4,52.8,2140,98,3.19,9.0,70,28,34,9258.0,9.133243321591216,4.584967478670572,7.668561108015897,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
94.5,168.7,64.0,52.6,2169,98,3.19,9.0,70,29,34,8058.0,8.994420665751292,4.584967478670572,7.682021510826875,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
94.5,168.7,64.0,52.6,2204,98,3.19,9.0,70,29,34,8238.0,9.016512874996026,4.584967478670572,7.698029170272805,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
98.4,176.2,65.6,52.0,2540,146,3.62,9.3,116,24,30,8449.0,9.041803370152843,4.983606621708336,7.8399193600125825,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
98.4,176.2,65.6,52.0,2536,146,3.62,9.3,116,24,30,9639.0,9.173572647783969,4.983606621708336,7.8383433155571165,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
98.4,176.2,65.6,52.0,2551,146,3.62,9.3,116,24,30,9989.0,9.20923976653215,4.983606621708336,7.844240718141811,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
98.4,176.2,65.6,52.0,2679,146,3.62,9.3,116,24,30,11199.0,9.323579767582691,4.983606621708336,7.893198869544609,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
98.4,176.2,65.6,52.0,2714,146,3.62,9.3,116,24,30,11549.0,9.354354132115088,4.983606621708336,7.906178840394815,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
98.4,176.2,65.6,53.0,2975,146,3.62,9.3,116,24,30,17669.0,9.77956697061665,4.983606621708336,7.99799931797973,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
102.4,175.6,66.5,54.9,2326,122,3.31,8.7,92,29,34,8948.0,9.09918532261002,4.804021044733257,7.75190533307861,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
102.4,175.6,66.5,54.9,2480,110,3.27,22.5,73,30,33,10698.0,9.277812087091196,4.700480365792417,7.8160138391590275,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
102.4,175.6,66.5,53.9,2414,122,3.31,8.7,92,27,32,9988.0,9.209139651399664,4.804021044733257,7.789040401657477,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
102.4,175.6,66.5,54.9,2414,122,3.31,8.7,92,27,32,10898.0,9.296334565143043,4.804021044733257,7.789040401657477,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
102.4,175.6,66.5,53.9,2458,122,3.31,8.7,92,27,32,11248.0,9.327945614050446,4.804021044733257,7.80710329012598,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
102.9,183.5,67.7,52.0,2976,171,3.27,9.3,161,20,24,16558.0,9.71462464769875,5.14166355650266,7.998335395952982,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
102.9,183.5,67.7,52.0,3016,171,3.27,9.3,161,19,24,15998.0,9.680218993408769,5.14166355650266,8.011686729127847,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
104.5,187.8,66.5,54.1,3131,171,3.27,9.2,156,20,24,15690.0,9.660778845727078,5.14166355650266,8.049107721326406,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
104.5,187.8,66.5,54.1,3151,161,3.27,9.2,156,19,24,15750.0,9.66459564425378,5.081404364984463,8.055475141757274,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1
97.3,171.7,65.5,55.7,2261,97,3.01,23.0,52,37,46,7775.0,8.958668737047434,4.574710978503383,7.72356247227797,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
97.3,171.7,65.5,55.7,2209,109,3.19,9.0,85,27,34,7975.0,8.984066927653044,4.691347882229144,7.700295203420117,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
97.3,171.7,65.5,55.7,2264,97,3.01,23.0,52,37,46,7995.0,8.986571625268054,4.574710978503383,7.724888439323074,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
97.3,171.7,65.5,55.7,2212,109,3.19,9.0,85,27,34,8195.0,9.01127949117793,4.691347882229144,7.701652362642226,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
97.3,171.7,65.5,55.7,2275,109,3.19,9.0,85,27,34,8495.0,9.047233034106032,4.691347882229144,7.729735331385051,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
97.3,171.7,65.5,55.7,2319,97,3.01,23.0,68,37,42,9495.0,9.158520623246384,4.574710978503383,7.7488913372555315,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
97.3,171.7,65.5,55.7,2300,109,3.19,10.0,100,26,32,9995.0,9.2098402469345,4.691347882229144,7.7406644019172415,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
94.5,159.3,64.2,55.6,2254,109,3.19,8.5,90,24,29,11595.0,9.358329249689632,4.691347882229144,7.720461694599722,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
94.5,165.7,64.0,51.4,2221,109,3.19,8.5,90,24,29,9980.0,9.20833836930551,4.691347882229144,7.7057128238944275,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
100.4,180.2,66.9,55.1,2661,136,3.19,8.5,110,19,24,13295.0,9.49514330367712,4.912654885736052,7.886457270977689,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
100.4,180.2,66.9,55.1,2579,97,3.01,23.0,68,33,38,13845.0,9.53567943560506,4.574710978503383,7.855157005881344,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
100.4,183.1,66.9,55.1,2563,109,3.19,9.0,88,25,31,12290.0,9.41654120256008,4.691347882229144,7.848933726364071,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
104.3,188.8,67.2,56.2,2912,141,3.78,9.5,114,23,28,12940.0,9.468078568054892,4.948759890378168,7.976595409316577,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
104.3,188.8,67.2,57.5,3034,141,3.78,9.5,114,23,28,13415.0,9.504128762859724,4.948759890378168,8.017637159908478,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
104.3,188.8,67.2,56.2,2935,141,3.78,9.5,114,24,28,15985.0,9.679406061493944,4.948759890378168,7.984462732262196,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
104.3,188.8,67.2,57.5,3042,141,3.78,9.5,114,24,28,16515.0,9.71202433782489,4.948759890378168,8.020270472819238,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
104.3,188.8,67.2,56.2,3045,130,3.62,7.5,162,17,22,18420.0,9.821192309809298,4.867534450455582,8.021256180143997,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
104.3,188.8,67.2,57.5,3157,130,3.62,7.5,162,17,22,18950.0,9.849559210510572,4.867534450455582,8.057377488557991,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
109.1,188.8,68.9,55.5,2952,141,3.78,9.5,114,23,28,16845.0,9.731809155840653,4.948759890378168,7.990238185720363,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
109.1,188.8,68.8,55.5,3049,141,3.78,8.7,160,19,25,19045.0,9.854559878912704,4.948759890378168,8.022568946988255,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
109.1,188.8,68.9,55.5,3012,173,3.58,8.8,134,18,23,21485.0,9.975110296209095,5.153291594497779,8.010359588919783,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
109.1,188.8,68.9,55.5,3217,145,3.01,23.0,106,26,27,22470.0,10.019936365179374,4.976733742420574,8.076204527239026,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
109.1,188.8,68.9,55.5,3062,141,3.78,9.5,114,19,25,22625.0,10.026810768568128,4.948759890378168,8.026823576217629,0,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
